symbol-bse,company-full-name
PERMAGN,PERMANENT MAGNETS LTD.
PERSISTENT,PERSISTENT SYSTEMS LTD.
PERVASIVE,PERVASIVE COMMODITIES LIMITED
PETPLST,PET PLASTICS LTD.
PETRONET,PETRONET LNG LTD.
PFIZER,PFIZER LTD.
PFLINFOTC,PFL INFOTECH LTD.
PGEL,PG ELECTROPLAST LTD.
PGFOILQ,PG FOILS LTD.
PHCAP,PH CAPITAL LTD.
PHRMASI,PHAARMASIA LTD.
PHARMAID,PHARMAIDS PHARMACEUTICALS LTD.
PHOENXINTL,PHOENIX INTERNATIONAL LTD.
PHOTON,PHOTON CAPITAL ADVISORS LTD.
PHOTOQUP,PHOTOQUIP INDIA LTD.
PWL,PHYSICSWALLAH LIMITED
PHYTO,PHYTO CHEM (INDIA) LTD.
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.
PICCASUG,PICCADILY SUGAR & ALLIED INDUS
PICTUREHS,PICTUREHOUSE MEDIA LTD.
PIDILITIND,PIDILITE INDUSTRIES LTD.
PILITA,PIL ITALICA LIFESTYLE LIMITED
PILANIINVS,PILANI INVESTMENT AND INDUSTRI
PINCON,PINCON SPIRIT LIMITED
PINEANIM,PINE ANIMATION LIMITED
PINELABS,PINE LABS LIMITED
PIONAGR,PIONEER AGRO EXTRACTS LTD.
PIONEEREMB,PIONEER EMBROIDERIES LTD.
PIONRINV,PIONEER INVESTCORP LTD.
PIOTEX,PIOTEX INDUSTRIES LIMITED
PIRAMALFIN,PIRAMAL FINANCE LIMITED
PPLPHARMA,PIRAMAL PHARMA LIMITED
PITHP,PITHAMPUR POLY PRODUCTS LTD.
PITTIENG,PITTI ENGINEERING LIMITED
PIXTRANS,PIX TRANSMISSIONS LTD.
PLASTIBLEN,PLASTIBLENDS INDIA LTD.
PLATIND,PLATINUM INDUSTRIES LIMITED
POBS,PLATINUMONE BUSINESS SERVICES
PLAZACABLE,PLAZA WIRES LIMITED
PMCFIN,PMC FINCORP LIMITED
PNBGILTS,PNB GILTS LTD.
PNBHOUSING,PNB HOUSING FINANCE LIMITED
PNCINFRA,PNC INFRATECH LIMITED
GARGI,PNGS GARGI FASHION JEWELLERY L
PNGSREVA,PNGS REVA DIAMOND JEWELLERY LI
POEL,POCL ENTERPRISES LTD
PODDARHOUS,PODDAR HOUSING AND DEVELOPMENT
PODDARMENT,PODDAR PIGMENTS LTD.
POKARNA,POKARNA LTD.
POLOHOT,POLO HOTELS LTD.
PQIF,POLO QUEEN INDUSTRIAL AND FINT
POLSON,POLSON LTD.
POLYMED,POLY MEDICURE LTD.
POLYCAB,POLYCAB INDIA LIMITED
POLYCHEM,POLYCHEM LTD.
POLYCON,POLYCON INTERNATIONAL LTD.
POLYLINK,POLYLINK POLYMERS (INDIA) LTD.
POLYMAC,POLYMAC THERMOFORMERS LTD
POLYCHMP,POLYMECHPLAST MACHINES LTD.
POLYPLEX,POLYPLEX CORPORATION LTD.
POLYSPIN,POLYSPIN EXPORTS LTD.
POLYTEX,POLYTEX INDIA LTD.
POCL,PONDY OXIDES & CHEMICALS LTD.
PONNIERODE,PONNI SUGARS (ERODE) LTD.
POOJA,POOJAWESTERN METALIKS LIMITED
POONADAL,POONA DAL & OIL INDUSTRIES LTD
POONAWALLA,POONAWALLA FINCORP LIMITED
POPEES,POPEES CARES LIMITED
POPULARES,POPULAR ESTATE MANAGEMENT LTD.
PFL,POPULAR FOUNDATIONS LIMITED
PVSL,POPULAR VEHICLES AND SERVICES
PORWAL,PORWAL AUTO COMPONENTS LTD.
PIGL,POWER & INSTRUMENTATION (GUJAR
PFC,POWER FINANCE CORPORATION LTD.
POWERGRID,POWER GRID CORPORATION OF INDI
POWERMECH,POWER MECH PROJECTS LIMITED
PGINVIT,POWERGRID INFRASTRUCTURE INVES
POWERICA,POWERICA LTD.
PPAP,PPAP
PRABHA,PRABHA ENERGY LIMITED
PTIL,PRABHAT TECHNOLOGIES (INDIA) L
PRABHAVIN,PRABHAV INDUSTRIES LTD.
PRABHHANS,PRABHHANS INDUSTRIES LIMITED
ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.
PRADPME,PRADEEP METALS LTD.
PRADHIN,PRADHIN LIMITED
PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.
PRAJIND,PRAJ INDUSTRIES LTD.
PRAENG,PRAJAY ENGINEERS SYNDICATE LTD
PRAKASH,PRAKASH INDUSTRIES LTD.
PPL,PRAKASH PIPES LIMITED
PRAKASHSTL,PRAKASH STEELAGE LTD.
PWASML,PRAKASH WOOLLEN & SYNTHETIC MI
PRARUH,PRARUH TECHNOLOGIES LIMITED
PRSNTIN,PRASHANT INDIA LTD.
DIAMONDYD,PRATAAP SNACKS LIMITED
PRATIBHA,PRATIBHA INDUSTRIES LTD.
PRATIK,PRATIK PANELS LTD.
PRATIKSH,PRATIKSHA CHEMICALS LTD.
PRAVEG,PRAVEG LIMITED
PRAXIS,PRAXIS HOME RETAIL LIMITED
PRECAM,PRECISION CAMSHAFTS LIMITED
PRECISIO,PRECISION ELECTRONICS LTD.
PRECWIRE,PRECISION WIRES INDIA LTD.
PREMCO,PREMCO GLOBAL LTD.
PREMCAP,PREMIER CAPITAL SERVICES LTD.
PREMIERENE,PREMIER ENERGIES LIMITED
PEIL,PREMIER ENERGY AND INFRASTRUCT
PREMEXPLN,PREMIER EXPLOSIVES LTD.
PREMIER,PREMIER LTD.
PREMPIPES,PREMIER PIPES LTD.
PREMIERPOL,PREMIER POLYFILM LTD.
PREMSYN,PREMIER SYNTHETICS LTD.
PREMCAPM,PREMIUM CAPITAL MARKET & INVES
PRERINFRA,PRERNA INFRABUILD LTD.
PRESSURS,PRESSURE SENSITIVE SYSTEMS (IN
PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.
PREVEST,PREVEST DENPRO LIMITED
PRICOLLTD,PRICOL LIMITED
PRIMAGR,PRIMA AGRO LTD.
PRIMAIN,PRIMA INDUSTRIES LTD.
PRIMAPLA,PRIMA PLASTICS LTD.
PRIMECAPM,PRIME CAPITAL MARKET LTD.
PFOCUS,PRIME FOCUS LTD.
PRIMEFRESH,PRIME FRESH LIMITED
PRIMIND,PRIME INDUSTRIES LTD.
PRIMEPRO,PRIME PROPERTY DEVELOPMENT COR
PRIMESECU,PRIME SECURITIES LTD.
PRIMEURB,PRIME URBAN DEVELOPMENT INDIA
PRIMO,PRIMO CHEMICALS LIMITED
PRINCEPIPE,PRINCE PIPES AND FITTINGS LIMI
PRISMFN,PRISM FINANCE LTD.
PRSMJOHNSN,PRISM JOHNSON LIMITED.
PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.
PRISMX,PRISMX GLOBAL VENTURES LIMITED
PRITHVIEXCH,PRITHVI EXCHANGE (INDIA) LIMIT
PRITIKAUTO,PRITIKA AUTO INDUSTRIES LIMITE
PNC,PRITISH NANDY COMMUNICATIONS L
PRIVISCL,PRIVI SPECIALITY CHEMICALS LIM
PRIYALT,PRIYA LTD.
PROCLB,PRO CLB GLOBAL LIMITED
PROFINC,PRO FIN CAPITAL SERVICES LTD.
PROCAL,PROCAL ELECTRONICS INDIA LTD.
PGHL,PROCTER & GAMBLE HEALTH LIMITE
PGHH,PROCTER & GAMBLE HYGIENE & HEA
PRODOCS,PRODOCS SOLUTIONS LIMITED
PROGREXV,PROGREX VENTURES LIMITED
PROMACT,PROMACT PLASTICS LIMITED
PROMAX,PROMAX POWER LIMITED
PSPLATINA,PROPERTY SHARE INVESTMENT TRUS
PSTITANIA,PROPSHARE TITANIA
PCL,PROSPECT CONSUMER PRODUCTS LIM
PROSTARM,PROSTARM INFO SYSTEMS LIMITED
PROTEAN,PROTEAN EGOV TECHNOLOGIES LIMI
PROZONER,PROZONE REALTY LIMITED
PRUDENT,PRUDENT CORPORATE ADVISORY SER
PRUDMOULI,PRUDENTIAL SUGAR CORPORATION L
PSITINFRA,PS IT INFRASTRUCTURE & SERVICE
PSPPROJECT,PSP PROJECTS LIMITED
PFS,PTC INDIA FINANCIAL SERVICES L
PTC,PTC INDIA LTD.
PTCIL,PTC INDUSTRIES LTD.
PTL,PTL ENTERPRISES LTD.
PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITE
PULSRIN,PULSAR INTERNATIONAL LTD.
PUNCTRD,PUNCTUAL TRADING LTD.
PESB,PUNE E - STOCK BROKING LIMITED
PUNJLLOYD,PUNJ LLOYD LTD.
PSB,PUNJAB & SIND BANK
PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROT
PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.
PNB,PUNJAB NATIONAL BANK
PURVA,PURAVANKARA LIMITED
PURETROP,PURETROP FRUITS LIMITED
PURITY,PURITY FLEX PACK LTD.
PUROHITCON,PUROHIT CONSTRUCTION LIMITED
PURPLE,PURPLE AGROTECH INDUSTRIES LIM
PURPLEFIN,PURPLE FINANCE LIMITED
PURPLEWAVE,PURPLE WAVE INFOCOM LIMITED
PURSHOTTAM,PURSHOTTAM INVESTOFIN LTD
PVP,PVP VENTURES LTD.
PVRINOX,PVR INOX LIMITED
PVVINFRA,PVV INFRA LIMITED
PYRAMID,PYRAMID TECHNOPLAST LIMITED
PYXISFIN,PYXIS FINVEST LIMITED
RJBIOTECH,R J BIO-TECH LTD
RKSWAMY,R K SWAMY LIMITED
RMDRIP,R M DRIP AND SPRINKLERS SYSTEM
RRKABEL,R R KABEL LIMITED
RSYSTEMS,R SYSTEMS INTERNATIONAL LTD.
RNBDENIMS,R&B DENIMS LTD
RJSHAH,R.J.SHAH & CO.LTD.
RRSECUR,R.R.SECURITIES LTD.
RSSOFTWARE,R.S.SOFTWARE INDIA LTD.
RAAJMEDI,RAAJ MEDISAFE INDIA LTD.
RIIT,RAAJMARG INFRA INVESTMENT TRUS
RASSIREF,RAASI REFRACTORIES LTD.
RACE,RACE ECO CHAIN LIMITED
RACHIT,RACHIT PRINTS LIMITED
RACLGEAR,RACL GEARTECH LIMITED
RACONTEUR,RACONTEUR GLOBAL RESOURCES LIM
RADAAN,RADAAN MEDIAWORKS (I) LTD.
RMCL,RADHA MADHAV CORPORATION LTD.
RCL,RADHAGOBIND COMMERCIAL LIMITED
RADHEDE,RADHE DEVELOPERS (INDIA) LTD.
RADHIKAJWE,RADHIKA JEWELTECH LIMITED
RADIANTCMS,RADIANT CASH MANAGEMENT SERVIC
RADICO,RADICO KHAITAN LTD.
RADIXIND,RADIX INDUSTRIES (INDIA) LIMIT
RPEL,RAGHAV PRODUCTIVITY ENHANCERS
RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.
RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.
RAFL,RAGHUVANSH AGROFARMS LIMITED
RAGHUSYN,RAGHUVIR SYNTHETICS LTD.
RAIDEEPIND,RAIDEEP INDUSTRIES LIMITED
RVNL,RAIL VIKAS NIGAM LIMITED
RAILTEL,RAILTEL CORPORATION OF INDIA L
RAIN,RAIN INDUSTRIES LIMITED
RAINBOW,RAINBOW CHILDREN'S MEDICARE LI
RAINBOWDQ,RAINBOW DENIM LTD.
RAINBOWF,RAINBOW FOUNDATIONS LTD.
RAINBOWPAP,RAINBOW PAPERS LTD.
ROML,RAJ OIL MILLS LTD.
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.
RAJRILTD,RAJ RAYON INDUSTRIES LIMITED
RAJTV,RAJ TELEVISION NETWORK LTD.
RAJABAH,RAJA BAHADUR INTERNATIONAL LTD
RAJPALAYAM,RAJAPALAYAM MILLS LTD.
RCCL,RAJASTHAN CYLINDERS & CONTAINE
RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD
RAJSEC,RAJASTHAN SECURITIES LIMITED
RAJTUBE,RAJASTHAN TUBE MANUFACTURING C
ARENTERP,RAJDARSHAN INDUSTRIES LTD.
RAJESHEXPO,RAJESH EXPORTS LTD.
RAJESH,RAJESH POWER SERVICES LIMITED
RCAN,RAJESHWARI CANS LIMITED
RAJINFRA,RAJESWARI INFRASTRUCTURE LIMIT
RAJKSYN,RAJKAMAL SYNTHETICS LTD.
RAJKOTINV,RAJKOT INVESTMENT TRUST LIMITE
RRETAIL,RAJNISH RETAIL LIMITED
RAJNISH,RAJNISH WELLNESS LIMITED
RAJOOENG,RAJOO ENGINEERS LTD.
RAJPUTANA,RAJPUTANA INVESTMENT AND FINAN
RSL,RAJPUTANA STAINLESS LIMITED
RAJRATAN,RAJRATAN GLOBAL WIRE LTD.
RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LT
RAJVI,RAJVI LOGITRADE LIMITED
RAJVIR,RAJVIR INDUSTRIES LTD.
RALLIS,RALLIS INDIA LTD.
RAMRAT,RAM RATNA WIRES LTD.
RAMAPPR-B,RAMA PAPER MILLS LTD.
RAMAPETRO,RAMA PETROCHEMICALS LTD.
RAMAPHO,RAMA PHOSPHATES LTD.
RAMASTEEL,RAMA STEEL TUBES LIMITED
RAMAVISION,RAMA VISION LTD.
RAMASIGNS,RAMASIGNS INDUSTRIES LIMITED
RLFL,RAMCHANDRA LEASING & FINANCE L
RAMCOIND,RAMCO INDUSTRIES LTD.
RAMCOSYS,RAMCO SYSTEMS LTD.
RAMGOPOLY,RAMGOPAL POLYTEX LTD.
RAMINFO,RAMINFO LIMITED
RKFORGE,RAMKRISHNA FORGINGS LTD.
RAMKY,RAMKY INFRASTRUCTURE LTD.
RAMSONS,RAMSONS PROJECTS LTD.
RANASUG,RANA SUGARS LTD.
RANDER,RANDER CORPORATION LTD.
RML,RANE (MADRAS) LTD.
RANCC,RANE COMPUTERS CONSULTANCY LTD
RANEHOLDIN,RANE HOLDINGS LTD.
RANJEET,RANJEET MECHATRONICS LIMITED
RANJITSE,RANJIT SECURITIES LTD.
RAP,RAP CORP LIMITED
RAPICUT,RAPICUT CARBIDES LTD.
RAPIDIN,RAPID INVESTMENTS LTD.
RAPID,RAPID MULTIMODAL LOGISTICS LIM
RASRESOR,RAS RESORTS & APART HOTELS LTD
RASANDIK,RASANDIK ENGINEERING INDUSTRIE
RPTECH,RASHI PERIPHERALS LIMITED
RCF,RASHTRIYA CHEMICALS & FERTILIZ
RASIELEC,RASI ELECTRODES LTD.
RATEGAIN,RATEGAIN TRAVEL TECHNOLOGIES L
RATHIBAR,RATHI BARS LTD.
RATHIGRA,RATHI GRAPHIC TECHNOLOGIES LTD
RATHIST,RATHI STEEL & POWER LTD.
RATNABHUMI,RATNABHUMI DEVELOPERS LIMITED
RATNAKAR,RATNAKAR SECURITIES LIMITED
RATNAMANI,RATNAMANI METALS & TUBES LTD.
RATNAVEER,RATNAVEER PRECISION ENGINEERIN
RTNINDIA,RATTANINDIA ENTERPRISES LIMITE
RTNPOWER,RATTANINDIA POWER LTD.
RAUNAQ,RAUNAQ INTERNATIONAL LIMITED
RAVEL,RAVELCARE LIMITED
RKDL,RAVI KUMAR DISTILLERIES LTD.
RALEGRA,RAVILEELA GRANITES LTD.
RVHL,RAVINDER HEIGHTS LIMITED
RELTD,RAVINDRA ENERGY LIMITED
RAWEDGE,RAW EDGE INDUSTRIAL SOLUTIONS
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED
RAYMOND,RAYMOND LTD.
RAYMONDREL,RAYMOND REALTY LIMITED
RBLBANK,RBL BANK LIMITED
RBZJEWEL,RBZ JEWELLERS LIMITED
RCCEMEN,RCC CEMENTS LTD.
RCIIND,RCI INDUSTRIES & TECHNOLOGIES
RDBIPL,RDB INFRASTRUCTURE AND POWER L
RDBRL,RDB RASAYANS LTD.
RRECL,RDB REAL ESTATE CONSTRUCTIONS
REALECO,REAL ECO-ENERGY LIMITED
RGCORP,REAL GROWTH CORPORATION LIMITE
RTFL,REAL TOUCH FINANCE LIMITED
RECLTD,REC LIMITED
REDINGTON,REDINGTON LIMITED
REDTAPE,REDTAPE LIMITED
REETECH,REETECH INTERNATIONAL LIMITED
REFEX,REFEX INDUSTRIES LTD.
REFEXRENEW,REFEX RENEWABLES & INFRASTRUCT
REGAAL,REGAAL RESOURCES LIMITED
REGAL,REGAL ENTERTAINMENT & CONSULTA
REGANTO,REGANTO ENTERPRISES LIMITED
REGENCERAM,REGENCY CERAMICS LTD.
REGENCY,REGENCY FINCORP LIMITED
REGENTRP,REGENT ENTERPRISES LIMITED
REGIS,REGIS INDUSTRIES LIMITED
VINRKLB,REKVINA LABORATORIES LTD.
RELAXO,RELAXO FOOTWEARS LTD.
RELIABLE,RELIABLE DATA SERVICES LIMITED
RELIABVEN,RELIABLE VENTURES INDIA LTD.
RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES L
RCOM,RELIANCE COMMUNICATIONS LTD.
RHFL,RELIANCE HOME FINANCE LIMITED
RIIL,RELIANCE INDUSTRIAL INFRASTRUC
RELIANCE,RELIANCE INDUSTRIES LTD.
RELINFRA,RELIANCE INFRASTRUCTURE LTD.
RPOWER,RELIANCE POWER LTD.
RELICTEC,RELIC TECHNOLOGIES LTD.
RELICAB,RELICAB CABLE MANUFACTURING LI
RELIGARE,RELIGARE ENTERPRISES LTD.
REMIEDEL,REMI EDELSTAHL TUBULARS LIMITE
REMSONSIND,REMSONS INDUSTRIES LTD.
RGL,RENAISSANCE GLOBAL LIMITED
REPCOHOME,REPCO HOME FINANCE LTD.
REPONO,REPONO LIMITED
REPRO,REPRO INDIA LTD.
RESGEN,RESGEN LIMITED
RESONANCE,RESONANCE SPECIALTIES LTD.
RAL,RESOURCEFUL AUTOMOBILE LIMITED
RESPONSINF,RESPONSE INFORMATICS LTD
RESPONIND,RESPONSIVE INDUSTRIES LTD.
RBA,RESTAURANT BRANDS ASIA LIMITED
RESTILE,RESTILE CERAMICS LTD.
RMMIL,RESURGERE MINES & MINERALS IND
RETAGGIO,RETAGGIO INDUSTRIES LIMITED
RETINA,RETINA PAINTS LIMITED
RGRL,RETRO GREEN REVOLUTION LIMITED
RVTH,REVATHI EQUIPMENT INDIA LIMITE
REVAMEDIA,REVATI MEDIA LIMITED
REXSEAL,REX SEALING AND PACKING INDUST
REXNORD,REXNORD ELECTRONICS & CONTROLS
RGF,RGF CAPITAL MARKETS LIMITED
RHETAN,RHETAN TMT LIMITED
RHIM,RHI MAGNESITA INDIA LIMITED
RIBATEX,RIBA TEXTILES LTD.
RICHUNV,RICH UNIVERSE NETWORK LTD.
RICHAIND,RICHA INDUSTRIES LTD.
RFSL,RICHFIELD FINANCIAL SERVICES L
RICOAUTO,RICO AUTO INDUSTRIES LTD.
RIDDHICORP,RIDDHI CORPORATE SERVICES LIMI
RDEL,RIDDHI DISPLAY EQUIPMENTS LIMI
RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD.
RSTL,RIDDHI STEEL AND TUBE LIMITED
RIDHISYN,RIDHI SYNTHETICS LTD.
RIDINGS,RIDINGS CONSULTING ENGINEERS I
RIGASUG,RIGA SUGAR COMPANY LTD.
RIKHAV,RIKHAV SECURITIES LIMITED
RIR,RIR POWER ELECTRONICS LIMITED
RISAINTL,RISA INTERNATIONAL LTD.
RISHYRN,RISHAB SPECIAL YARNS LTD.
RISHDIGA,RISHABH DIGHA STEEL & ALLIED P
RISHABH,RISHABH INSTRUMENTS LIMITED
RISHILASE,RISHI LASER LTD.
RISHITECH,RISHI TECHTEX LTD.
RISHIROOP,RISHIROOP LIMITED
RFLL,RITA FINANCE AND LEASING LIMIT
RITCO,RITCO LOGISTICS LIMITED
RITES,RITES LIMITED
RITESHIN,RITESH INTERNATIONAL LTD.
RITHWIKFMS,RITHWIK FACILITY MANAGEMENT SE
RKDAGRRTL,RKD AGRI AND RETAIL LIMITED
RLF,RLF LTD.
RMC,RMC SWITCHGEARS LIMITED
RNITAI,RNIT AI SOLUTIONS LIMITED
ROJL,RO JEWELS LIMITED
ROADSTAR,ROADSTAR INFRA INVESTMENT TRUS
RHL,ROBUST HOTELS LIMITED
RODIUM,RODIUM REALTY LIMITED
ROLCOEN,ROLCON ENGINEERING CO.LTD.
ROLEXRINGS,ROLEX RINGS LIMITED
ROLLT,ROLLATAINERS LTD.
RONI,RONI HOUSEHOLDS LIMITED
ROOPAIND,ROOPA INDUSTRIES LTD.
ROOPSHRI,ROOPSHRI RESORTS LIMITED
ROSEMER,ROSE MERC.LTD.
ROSELABS,ROSELABS FINANCE LTD.
ROSSARI,ROSSARI BIOTECH LIMITED
ROSSELLIND,ROSSELL INDIA LTD.
ROSSTECH,ROSSELL TECHSYS LIMITED
ROTO,ROTO PUMPS LTD.
RGIL,ROTOGRAPHICS (INDIA) LIMITED
ROUTE,ROUTE MOBILE LIMITED
ROYALCU,ROYAL CUSHION VINYL PRODUCTS L
ROYALIND,ROYAL INDIA CORPORATION LIMITE
ROHLTD,ROYAL ORCHID HOTELS LTD.
ROYAL,ROYAL SENSE LIMITED
RAYALEMA,ROYALE MANOR HOTELS & INDUSTRI
RPGLIFE,RPG LIFE SCIENCES LTD.
RPPINFRA,RPP INFRA PROJECTS LTD.
RPSGVENT,RPSG VENTURES LIMITED
RRFIN,RR FINANCIAL CONSULTANTS LTD.
RRMETAL,RR METALMAKERS INDIA LIMITED
RRIL,RRIL LIMITED
RRPDEFENSE,RRP DEFENSE LIMITED
RRP,RRP SEMICONDUCTOR LIMITED
RSCINT,RSC INTERNATIONAL LTD.
RSDFIN,RSD FINANCE LIMITED
RSWM,RSWM LTD.
RTSPOWR,RTS POWER CORPORATION LTD.
RUBFILA,RUBFILA INTERNATIONAL LTD.
RUBICON,RUBICON RESEARCH LIMITED
RUBY,RUBY CABLES LIMITED
RUBYMILLS,RUBY MILLS LTD.
RUCHINFRA,RUCHI INFRASTRUCTURE LTD.
RUCHIRA,RUCHIRA PAPERS LTD.
RUDRAECO,RUDRA ECOVATION LIMITED
RUDRAGAS,RUDRA GAS ENTERPRISE LIMITED
RUDRA,RUDRA GLOBAL INFRA PRODUCTS LI
RDGAIL,RUKMANI DEVI GARG AGRO IMPEX L
RUNGTAIR,RUNGTA IRRIGATION LTD.
RUPA,RUPA & COMPANY LTD.
RFL,RUPAREL FOOD PRODUCTS LIMITED
RUSHIL,RUSHIL DECOR LTD.
SCHAND,S CHAND AND COMPANY LIMITED
SHK,S H KELKAR AND COMPANY LIMITED
SVGLOBAL,S V GLOBAL MILL LTD.
S&SPOWER,S&S POWER SWITCHGEAR LTD.
STCORP,S&T CORPORATION LTD.
SMGOLD,S. M. GOLD LIMITED
SVJ,S. V. J. ENTERPRISES LIMITED
SALSTEEL,S.A.L.STEEL LTD.
SJS,S.J.S. ENTERPRISES LIMITED
SMENER,S.M.ENERGY TEKNIK & ELECTRONIC
SPAL,S.P. APPARELS LIMITED
ZSVTRADI,S.V.TRADING & AGENCIES LTD.
SAATVIKGL,SAATVIK GREEN ENERGY LIMITED
SABEVENTS,SAB EVENTS & GOVERNANCE NOW ME
SAB,SAB INDUSTRIES LIMITED
SABOOSOD,SABOO SODIUM CHLORO LTD.
SIIL,SABRIMALA INDUSTRIES INDIA LIM
SACHEMT,SACHETA METALS LTD.
SADBHAV,SADBHAV ENGINEERING LTD.
SADBHIN,SADBHAV INFRASTRUCTURE PROJECT
SADHNANIQ,SADHANA NITROCHEM LTD.
SSTL,SAFA SYSTEMS & TECHNOLOGIES LI
SAFALSEC,SAFAL SECURITIES LTD
SAFARI,SAFARI INDUSTRIES (INDIA) LTD.
SAFECURE,SAFECURE SERVICES LIMITED
SCDL,SAFETY CONTROLS & DEVICES LIMI
SAFFRON,SAFFRON INDUSTRIES LIMITED
SAGCEM,SAGAR CEMENTS LTD.
SAGARSYST,SAGAR SYSTECH LTD.
SAGARSOFT,SAGARSOFT (INDIA) LIMITED
SAGILITY,SAGILITY LIMITED
SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION
SMARITIME,SAHARA MARITIME LIMITED
SAHARA,SAHARA ONE MEDIA & ENTERTAINME
SAHYADRI,SAHYADRI INDUSTRIES LTD.
SAICAPI,SAI CAPITAL LTD.
SAILIFE,SAI LIFE SCIENCES LIMITED
SAIPARENT,SAI PARENTERAL'S LIMITED
KALAMANDIR,SAI SILKS (KALAMANDIR) LIMITED
SAICOM,SAIANAND COMMERCIAL LIMITED
SAILANI,SAILANI TOURS N TRAVELS LIMITE
SAINIK,SAINIK FINANCE & INDUSTRIES LT
SEKURITIND,SAINT-GOBAIN SEKURIT INDIA LTD
SAKSOFT,SAKSOFT LTD.
SAKTHIFIN,SAKTHI FINANCE LTD.
SAKHTISUG,SAKTHI SUGARS LTD.
SAKUMA,SAKUMA EXPORTS LTD.
SALAUTO,SAL AUTOMOTIVE LIMITED
SALASAR,SALASAR TECHNO ENGINEERING LIM
SALEM,SALEM ERODE INVESTMENTS LTD.
SALGUTI,SALGUTI INDUSTRIES LTD.
SALONA,SALONA COTSPIN LTD.
SALORAINTL,SALORA INTERNATIONAL LTD.
SALZERELEC,SALZER ELECTRONICS LTD.
SAMINDUS,SAM INDUSTRIES LTD.
SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.
SAMBHAAV,SAMBHAAV MEDIA LTD.
SAMBHV,SAMBHV STEEL TUBES LIMITED
SAMHI,SAMHI HOTELS LIMITED
SAMKRG,SAMKRG PISTONS & RINGS LTD.
SAMMAANCAP,SAMMAAN CAPITAL LIMITED
SAMOR,SAMOR REALITY LIMITED
SAMPANN,SAMPANN UTPADAN INDIA LIMITED
SAMPAT,SAMPAT ALUMINIUM LIMITED
SAMPRE,SAMPRE NUTRITIONS LTD.
SAMRATFORG,SAMRAT FORGINGS LIMITED
SAMRATPH,SAMRAT PHARMACHEM LTD.
SRL,SAMRUDDHI REALTY LTD.
SAMSRITA,SAMSRITA LABS LIMITED
SAMTELIN,SAMTEL INDIA LTD.
SAMTEX,SAMTEX FASHIONS LTD.
MOTHERSON,SAMVARDHANA MOTHERSON INTERNAT
SAMYAKINT,SAMYAK INTERNATIONAL LTD.
SANATHAN,SANATHAN TEXTILES LIMITED
SEL,SANATHNAGAR ENTERPRISES LIMITE
SANBLUE,SANBLUE CORPORATION LTD.
SANCF,SANCHAY FINVEST LTD.
SANCTRN,SANCO TRANS LTD.
SANCODE,SANCODE TECHNOLOGIES LIMITED
SANDPLAST,SAND PLAST (INDIA) LTD.
SANDESH,SANDESH LTD.
SANDHAR,SANDHAR TECHNOLOGIES LIMITED
SANDUPHQ,SANDU PHARMACEUTICALS LTD.
SANDUMA,SANDUR MANGANESE & IRON ORES L
SANPA,SANGAL PAPERS LTD.
SANGAMIND,SANGAM (INDIA) LTD.
SANGAMFIN,SANGAM FINSERV LIMITED
SANHP,SANGAM HEALTH CARE PRODUCTS LT
SANGHIIND,SANGHI INDUSTRIES LTD.
SBRANDS,SANGHVI BRANDS LIMITED
SANGHVIMOV,SANGHVI MOVERS LTD.
SANGUI,SANGUINE MEDIA LTD.
SANJIVIN,SANJIVANI PARANTERAL LTD.
SANKHYAIN,SANKHYA INFOTECH LTD.
SANINFRA,SANMIT INFRA LIMITED
ZSANMCOM,SANMITRA COMMERCIAL LTD.
SANOFICONR,SANOFI CONSUMER HEALTHCARE IND
SANOFI,SANOFI INDIA LTD
SANTETX,SANRHEA TECHNICAL TEXTILES LTD
SANSERA,SANSERA ENGINEERING LIMITED
SANSTAR,SANSTAR LIMITED
SANTOSHF,SANTOSH FINE-FAB LTD.
SANWARIA,SANWARIA CONSUMER LIMITED
SAPANCHEM,SAPAN CHEMICALS LIMITED
SAPPHIRE,SAPPHIRE FOODS INDIA LIMITED
SCBL,SAPTAK CHEM AND BUSINESS LIMIT
SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD
SAPL,SAR  AUTO PRODUCTS LIMITED
ZSARACOM,SARASWATI COMMERCIAL (INDIA) L
SSDL,SARASWATI SAREE DEPOT LIMITED
SARDAEN,SARDA ENERGY & MINERALS LTD.
